Count of Stolen Animals,Type of Animal,Borough,Type Of Offence,Animal Recovered,Year and Month
1,Cat,Haringey,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Croydon,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Havering,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Lewisham,Burglary,Not Recovered,Jul-2018
1,Dog,Lewisham,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Harrow,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Enfield,Theft and Handling,Not Recovered,Jul-2018
1,Cat,Ealing,Theft and Handling,Not Recovered,Jul-2018
1,Reptile,Harrow,Theft and Handling,Not Recovered,Jul-2018
2,Dog,Redbridge,Robbery,Not Recovered,Jul-2018
3,Dog,Sutton,Theft and Handling,Not Recovered,Jul-2018
1,Mammal (exc Cat and Dog),Richmond upon Thames,Theft and Handling,Not Recovered,Jul-2018
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jul-2018
1,Cat,Brent,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Bromley,Burglary,Recovered,Jul-2018
1,Reptile,Barnet,Burglary,Not Recovered,Jul-2018
1,Dog,Lambeth,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Lambeth,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Southwark,Theft and Handling,Not Recovered,Jul-2018
1,Cat,Lambeth,Theft and Handling,Not Recovered,Jul-2018
1,Bird,Newham,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Brent,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Croydon,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Jul-2018
1,Cat,Camden,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Jul-2018
1,Dog,Barnet,Burglary,Not Recovered,Jul-2018
1,Dog,Redbridge,Theft and Handling,Not Recovered,Jul-2018
1,Cat,Islington,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Lewisham,Theft and Handling,Not Recovered,Aug-2018
2,Cat,Hounslow,Theft and Handling,Not Recovered,Aug-2018
1,Cat,Lambeth,Theft and Handling,Not Recovered,Aug-2018
1,Cat,Havering,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Enfield,Burglary,Not Recovered,Aug-2018
1,Dog,Westminster,Theft and Handling,Recovered,Aug-2018
2,Fish,Richmond upon Thames,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Lambeth,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Bexley,Burglary,Recovered,Aug-2018
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Barnet,Theft and Handling,Not Recovered,Aug-2018
1,Cat,Bexley,Burglary,Not Recovered,Aug-2018
1,Cat,Sutton,Burglary,Not Recovered,Aug-2018
1,Cat,Sutton,Burglary,Not Recovered,Aug-2018
1,Cat,Sutton,Burglary,Not Recovered,Aug-2018
1,Cat,Sutton,Burglary,Not Recovered,Aug-2018
1,Dog,Barnet,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Barnet,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Hounslow,Theft and Handling,Not Recovered,Aug-2018
6,Reptile,Lambeth,Theft and Handling,Not Recovered,Aug-2018
1,Cat,Redbridge,Theft and Handling,Not Recovered,Aug-2018
7,Fish,Hounslow,Theft and Handling,Not Recovered,Aug-2018
2,Fish,Hillingdon,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Bexley,Burglary,Recovered,Aug-2018
1,Dog,Bexley,Burglary,Recovered,Aug-2018
1,Cat,Newham,Robbery,Recovered,Aug-2018
1,Dog,Havering,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Kensington and Chelsea,Robbery,Not Recovered,Aug-2018
1,Cat,Westminster,Theft and Handling,Not Recovered,Aug-2018
1,Cat,Lambeth,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Harrow,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Ealing,Theft and Handling,Not Recovered,Aug-2018
1,Cat,Waltham Forest,Burglary,Not Recovered,Aug-2018
1,Dog,Bromley,Theft and Handling,Recovered,Aug-2018
1,Cat,Redbridge,Criminal Damage,Not Recovered,Aug-2018
1,Dog,Merton,Theft and Handling,Recovered,Aug-2018
1,Cat,Brent,Theft and Handling,Recovered,Aug-2018
1,Dog,Bromley,Burglary,Recovered,Aug-2018
1,Cat,Greenwich,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Redbridge,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Aug-2018
7,Dog,Harrow,Burglary,Not Recovered,Aug-2018
1,Dog,Greenwich,Theft and Handling,Not Recovered,Aug-2018
1,Cat,Croydon,Theft and Handling,Not Recovered,Aug-2018
1,Dog,Barnet,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Barnet,Sexual Offences,Not Recovered,Sep-2018
1,Dog,Havering,Theft and Handling,Not Recovered,Sep-2018
2,Fish,Hillingdon,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Croydon,Theft and Handling,Not Recovered,Sep-2018
1,Cat,Southwark,Theft and Handling,Not Recovered,Sep-2018
1,Cat,Waltham Forest,Violence Against the Person,Not Recovered,Sep-2018
1,Dog,Islington,Burglary,Not Recovered,Sep-2018
1,Dog,Enfield,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Westminster,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Croydon,Burglary,Not Recovered,Sep-2018
1,Dog,Havering,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Hounslow,Burglary,Not Recovered,Sep-2018
1,Dog,Harrow,Burglary,Recovered,Sep-2018
2,Dog,Ealing,Theft and Handling,Not Recovered,Sep-2018
1,Cat,Islington,Theft and Handling,Recovered,Sep-2018
1,Cat,Southwark,Theft and Handling,Recovered,Sep-2018
1,Cat,Southwark,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Ealing,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Sep-2018
1,Cat,Barnet,Theft and Handling,Not Recovered,Sep-2018
11,Mammal (exc Cat and Dog),Southwark,Burglary,Not Recovered,Sep-2018
1,Dog,Lewisham,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Lewisham,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Havering,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Havering,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Barnet,Theft and Handling,Recovered,Sep-2018
1,Reptile,Greenwich,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Ealing,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Southwark,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2018
1,Mammal (exc Cat and Dog),Enfield,Theft and Handling,Not Recovered,Sep-2018
1,Cat,Barnet,Theft and Handling,Not Recovered,Sep-2018
1,Fish,Hillingdon,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Ealing,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Haringey,Burglary,Not Recovered,Sep-2018
1,Dog,Southwark,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Barking and Dagenham,Robbery,Not Recovered,Sep-2018
1,Cat,Enfield,Theft and Handling,Not Recovered,Sep-2018
1,Cat,Newham,Theft and Handling,Recovered,Sep-2018
1,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2018
50,Fish,Barking and Dagenham,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Brent,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Haringey,Theft and Handling,Not Recovered,Sep-2018
1,Dog,Southwark,Theft and Handling,Not Recovered,Oct-2018
1,Cat,Brent,Theft and Handling,Not Recovered,Oct-2018
2,Fish,Southwark,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Westminster,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Redbridge,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Westminster,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Islington,Burglary,Not Recovered,Oct-2018
2,Mammal (exc Cat and Dog),Southwark,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Havering,Burglary,Not Recovered,Oct-2018
2,Mammal (exc Cat and Dog),Haringey,Theft and Handling,Not Recovered,Oct-2018
2,Dog,Bromley,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Westminster,Theft and Handling,Recovered,Oct-2018
1,Dog,Greenwich,Burglary,Not Recovered,Oct-2018
1,Dog,Hackney,Theft and Handling,Not Recovered,Oct-2018
1,Mammal (exc Cat and Dog),Sutton,Burglary,Not Recovered,Oct-2018
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Westminster,Robbery,Not Recovered,Oct-2018
1,Dog,Westminster,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Merton,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Haringey,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Croydon,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Newham,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Camden,Robbery,Not Recovered,Oct-2018
1,Fish,Havering,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Islington,Theft and Handling,Not Recovered,Oct-2018
1,Dog,Barnet,Robbery,Not Recovered,Nov-2018
2,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Nov-2018
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Nov-2018
1,Cat,Bromley,Theft and Handling,Not Recovered,Nov-2018
1,Dog,Croydon,Burglary,Not Recovered,Nov-2018
1,Dog,Croydon,Burglary,Not Recovered,Nov-2018
1,Dog,Kensington and Chelsea,Violence Against the Person,Recovered,Nov-2018
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Nov-2018
1,Dog,Ealing,Theft and Handling,Not Recovered,Nov-2018
5,Dog,Camden,Burglary,Not Recovered,Nov-2018
1,Cat,Tower Hamlets,Theft and Handling,Recovered,Nov-2018
1,Dog,Waltham Forest,Other Notifiable Offences,Not Recovered,Nov-2018
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Nov-2018
1,Dog,Southwark,Other Notifiable Offences,Not Recovered,Nov-2018
2,Cat,Croydon,Theft and Handling,Not Recovered,Nov-2018
1,Dog,Merton,Burglary,Not Recovered,Nov-2018
1,Dog,Westminster,Theft and Handling,Not Recovered,Nov-2018
1,Dog,Barnet,Theft and Handling,Not Recovered,Nov-2018
1,Cat,Islington,Theft and Handling,Not Recovered,Nov-2018
1,Dog,Southwark,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Haringey,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Havering,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Waltham Forest,Burglary,Not Recovered,Dec-2018
1,Dog,Lambeth,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Greenwich,Theft and Handling,Not Recovered,Dec-2018
1,Cat,Sutton,Theft and Handling,Not Recovered,Dec-2018
4,Dog,Hackney,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Enfield,Theft and Handling,Not Recovered,Dec-2018
9,Dog,Redbridge,Burglary,Not Recovered,Dec-2018
1,Dog,Hounslow,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Kensington and Chelsea,Burglary,Not Recovered,Dec-2018
1,Dog,Lambeth,Theft and Handling,Recovered,Dec-2018
1,Dog,Lambeth,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Merton,Criminal Damage,Recovered,Dec-2018
1,Dog,Haringey,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Enfield,Theft and Handling,Not Recovered,Dec-2018
1,Cat,Ealing,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Islington,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Lewisham,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Lambeth,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Islington,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Westminster,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Croydon,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Brent,Theft and Handling,Not Recovered,Dec-2018
1,Dog,Redbridge,Theft and Handling,Not Recovered,Dec-2018
1,Cat,Islington,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Merton,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Barnet,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Islington,Theft and Handling,Not Recovered,Jan-2019
1,Cat,Lewisham,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Enfield,Other Notifiable Offences,Not Recovered,Jan-2019
1,Dog,Camden,Theft and Handling,Not Recovered,Jan-2019
1,Cat,Greenwich,Theft and Handling,Recovered,Jan-2019
1,Dog,Westminster,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Hammersmith and Fulham,Burglary,Not Recovered,Jan-2019
1,Dog,Brent,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Havering,Theft and Handling,Not Recovered,Jan-2019
2,Fish,Sutton,Theft and Handling,Not Recovered,Jan-2019
2,Mammal (exc Cat and Dog),Haringey,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Merton,Theft and Handling,Recovered,Jan-2019
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Enfield,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Haringey,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Southwark,Burglary,Not Recovered,Jan-2019
1,Dog,Hackney,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Hounslow,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Jan-2019
1,Cat,Enfield,Theft and Handling,Not Recovered,Jan-2019
1,Dog,Westminster,Theft and Handling,Not Recovered,Jan-2019
1,Bird,Hillingdon,Theft and Handling,Not Recovered,Jan-2019
1,Cat,Hounslow,Theft and Handling,Not Recovered,Feb-2019
1,Cat,Lewisham,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Barnet,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Feb-2019
3,Cat,Greenwich,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Haringey,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Westminster,Theft and Handling,Not Recovered,Feb-2019
1,Cat,Wandsworth,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Haringey,Theft and Handling,Not Recovered,Feb-2019
1,Cat,Southwark,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Lewisham,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Islington,Theft and Handling,Not Recovered,Feb-2019
2,Cat,Kingston upon Thames,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Kensington and Chelsea,Theft and Handling,Recovered,Feb-2019
2,Cat,Barnet,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Havering,Theft and Handling,Recovered,Feb-2019
1,Dog,Redbridge,Theft and Handling,Recovered,Feb-2019
1,Dog,Brent,Theft and Handling,Not Recovered,Feb-2019
3,Reptile,Harrow,Burglary,Not Recovered,Feb-2019
1,Dog,Islington,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Haringey,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Croydon,Theft and Handling,Not Recovered,Feb-2019
1,Cat,Kingston upon Thames,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Hounslow,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Hounslow,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Croydon,Theft and Handling,Not Recovered,Feb-2019
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Feb-2019
1,Cat,Haringey,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Southwark,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Hackney,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Bexley,Burglary,Not Recovered,Mar-2019
2,Mammal (exc Cat and Dog),Havering,Theft and Handling,Not Recovered,Mar-2019
1,Mammal (exc Cat and Dog),Hounslow,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Mar-2019
1,Cat,Hounslow,Theft and Handling,Not Recovered,Mar-2019
1,Cat,Hounslow,Theft and Handling,Not Recovered,Mar-2019
1,Cat,Hounslow,Theft and Handling,Not Recovered,Mar-2019
1,Cat,Hounslow,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Hackney,Theft and Handling,Not Recovered,Mar-2019
1,Cat,Hackney,Theft and Handling,Not Recovered,Mar-2019
2,Fish,Enfield,Theft and Handling,Not Recovered,Mar-2019
1,Cat,Haringey,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Redbridge,Robbery,Not Recovered,Mar-2019
12,Bird,Sutton,Burglary,Not Recovered,Mar-2019
2,Dog,Hillingdon,Theft and Handling,Not Recovered,Mar-2019
1,Cat,Merton,Burglary,Not Recovered,Mar-2019
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Mar-2019
16,Fish,Richmond upon Thames,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Merton,Burglary,Not Recovered,Mar-2019
1,Cat,Wandsworth,Theft and Handling,Not Recovered,Mar-2019
3,Cat,Lewisham,Theft and Handling,Not Recovered,Mar-2019
1,Mammal (exc Cat and Dog),Bromley,Theft and Handling,Not Recovered,Mar-2019
1,Fish,Lewisham,Criminal Damage,Not Recovered,Mar-2019
1,Dog,Hounslow,Theft and Handling,Not Recovered,Mar-2019
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Mar-2019
21,Fish,Brent,Theft and Handling,Not Recovered,Mar-2019
2,Dog,Lambeth,Theft and Handling,Not Recovered,Mar-2019
1,Cat,Ealing,Theft and Handling,Recovered,Apr-2019
2,Fish,Greenwich,Theft and Handling,Not Recovered,Apr-2019
1,Dog,Kensington and Chelsea,Violence Against the Person,Not Recovered,Apr-2019
1,Cat,Kingston upon Thames,Theft and Handling,Not Recovered,Apr-2019
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Apr-2019
1,Dog,Westminster,Theft and Handling,Not Recovered,Apr-2019
1,Dog,Newham,Burglary,Not Recovered,Apr-2019
1,Dog,Barnet,Theft and Handling,Not Recovered,Apr-2019
1,Cat,Redbridge,Theft and Handling,Not Recovered,Apr-2019
5,Bird,Hounslow,Theft and Handling,Not Recovered,Apr-2019
7,Fish,Brent,Theft and Handling,Not Recovered,Apr-2019
1,Dog,Bromley,Theft and Handling,Not Recovered,Apr-2019
1,Dog,Wandsworth,Burglary,Not Recovered,Apr-2019
1,Dog,Hackney,Theft and Handling,Not Recovered,Apr-2019
1,Dog,Barnet,Theft and Handling,Not Recovered,Apr-2019
1,Cat,Sutton,Burglary,Not Recovered,Apr-2019
1,Cat,Kingston upon Thames,Theft and Handling,Not Recovered,Apr-2019
1,Cat,Islington,Theft and Handling,Not Recovered,Apr-2019
1,Cat,Newham,Theft and Handling,Not Recovered,Apr-2019
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Apr-2019
1,Cat,Redbridge,Burglary,Not Recovered,Apr-2019
1,Dog,Hounslow,Theft and Handling,Not Recovered,May-2019
1,Cat,Hounslow,Theft and Handling,Not Recovered,May-2019
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2019
1,Dog,Greenwich,Theft and Handling,Not Recovered,May-2019
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,May-2019
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,May-2019
1,Dog,Haringey,Theft and Handling,Not Recovered,May-2019
1,Dog,Westminster,Theft and Handling,Not Recovered,May-2019
1,Dog,Newham,Theft and Handling,Not Recovered,May-2019
1,Cat,Brent,Theft and Handling,Not Recovered,May-2019
2,Dog,Redbridge,Burglary,Not Recovered,May-2019
1,Dog,Merton,Theft and Handling,Recovered,May-2019
1,Dog,Lambeth,Theft and Handling,Not Recovered,May-2019
1,Dog,Hammersmith and Fulham,Theft and Handling,Recovered,May-2019
1,Mammal (exc Cat and Dog),Lambeth,Theft and Handling,Not Recovered,May-2019
1,Dog,Ealing,Theft and Handling,Not Recovered,May-2019
1,Dog,Lewisham,Theft and Handling,Not Recovered,May-2019
1,Reptile,Greenwich,Theft and Handling,Recovered,May-2019
1,Dog,Barking and Dagenham,Criminal Damage,Not Recovered,May-2019
1,Dog,Newham,Robbery,Not Recovered,May-2019
1,Cat,Barnet,Theft and Handling,Not Recovered,May-2019
1,Dog,Lewisham,Theft and Handling,Not Recovered,May-2019
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,May-2019
1,Dog,Southwark,Burglary,Not Recovered,May-2019
2,Amphibian,Westminster,Theft and Handling,Not Recovered,May-2019
1,Cat,Camden,Theft and Handling,Not Recovered,May-2019
1,Cat,Tower Hamlets,Robbery,Not Recovered,May-2019
1,Dog,Hackney,Theft and Handling,Not Recovered,May-2019
2,Dog,Barnet,Theft and Handling,Not Recovered,May-2019
1,Mammal (exc Cat and Dog),Bexley,Theft and Handling,Not Recovered,May-2019
1,Dog,Newham,Theft and Handling,Not Recovered,May-2019
1,Mammal (exc Cat and Dog),Bexley,Theft and Handling,Not Recovered,May-2019
2,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,May-2019
1,Dog,Hillingdon,Theft and Handling,Not Recovered,May-2019
1,Dog,Bexley,Theft and Handling,Not Recovered,May-2019
1,Dog,Enfield,Theft and Handling,Not Recovered,May-2019
1,Cat,Islington,Theft and Handling,Not Recovered,May-2019
4,Mammal (exc Cat and Dog),Lewisham,Theft and Handling,Recovered,May-2019
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,May-2019
8,Bird,Greenwich,Burglary,Not Recovered,May-2019
1,Dog,Havering,Theft and Handling,Not Recovered,May-2019
1,Dog,Hackney,Theft and Handling,Not Recovered,May-2019
2,Fish,Greenwich,Theft and Handling,Not Recovered,May-2019
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,May-2019
1,Dog,Lewisham,Theft and Handling,Not Recovered,May-2019
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,May-2019
1,Cat,Westminster,Theft and Handling,Not Recovered,May-2019
1,Dog,Bromley,Theft and Handling,Not Recovered,Jun-2019
